      9 0.043478
     21 0.066667
     17 0.076923
     13 0.083333
     11 0.086957
     61 0.090909
     76 0.100000
    191 0.111111
     49 0.125000
     17 0.130435
     21 0.133333
    184 0.142857
      6 0.153846
    242 0.166667
      5 0.173913
     55 0.181818
    327 0.200000
      1 0.217391
     61 0.222222
     17 0.230769
   1048 0.250000
      6 0.266667
     19 0.272727
     70 0.285714
     38 0.300000
   3494 0.333333
      6 0.347826
      3 0.363636
     17 0.375000
     80 0.400000
     11 0.428571
      5 0.444444
      2 0.454545
  20225 0.500000
      4 0.571429
      8 0.600000
     78 0.666667
      2 0.750000
      1 > gi|15829254|ref|NC_002695.1|
   1223 1.000000
