      9 0.043478
     21 0.066667
     17 0.076923
     41 0.083333
     11 0.086957
    119 0.090909
     87 0.100000
    264 0.111111
    149 0.125000
     17 0.130435
     22 0.133333
    201 0.142857
      6 0.153846
    260 0.166667
      5 0.173913
     64 0.181818
    585 0.200000
      2 0.214286
      1 0.217391
     78 0.222222
     17 0.230769
   3221 0.250000
      6 0.266667
     23 0.272727
    106 0.285714
     43 0.300000
  10693 0.333333
      6 0.347826
     12 0.363636
     25 0.375000
    139 0.400000
     16 0.428571
      8 0.444444
      8 0.454545
  62094 0.500000
      1 0.571429
     10 0.600000
    103 0.666667
      5 0.750000
      1 > gi|15829254|ref|NC_002695.1|
   3550 1.000000
