     21 0.027778
     21 0.028571
     19 0.030303
     27 0.032258
     25 0.033333
     50 0.034483
     63 0.035714
     22 0.037037
    103 0.038462
     76 0.040000
    294 0.041667
    109 0.043478
    272 0.045455
     27 0.047619
    364 0.050000
    260 0.052632
    543 0.055556
     28 0.057971
    172 0.058824
    436 0.062500
    159 0.064516
    382 0.066667
     20 0.067568
     26 0.068182
    109 0.068966
     44 0.069767
   1026 0.071429
    103 0.074074
     21 0.075000
     18 0.075949
    502 0.076923
    121 0.078947
     44 0.079545
    340 0.080000
     23 0.080460
     51 0.081081
     43 0.081395
   2267 0.083333
    101 0.085714
     13 0.086022
    267 0.086957
    144 0.088235
     19 0.088608
    903 0.090909
     20 0.091954
     25 0.092105
     12 0.092308
     25 0.092784
    107 0.093023
     66 0.093333
    283 0.093750
     47 0.094595
    261 0.095238
     50 0.095745
     58 0.095890
     27 0.096154
    403 0.096774
     77 0.097561
     50 0.098592
     38 0.098765
     26 0.098901
     29 0.099010
   4908 0.100000
     69 0.101124
     55 0.101266
     45 0.101449
     30 0.102041
     21 0.102273
     78 0.102564
     16 0.103093
    197 0.103448
     23 0.104167
     74 0.104478
     73 0.104651
     24 0.104762
    927 0.105263
     83 0.105882
     26 0.106250
    132 0.106383
     73 0.106667
     62 0.106796
    995 0.107143
     79 0.107527
     16 0.107843
    151 0.108108
    155 0.108434
     38 0.108696
     30 0.108911
     90 0.109375
     64 0.109589
    323 0.109756
     48 0.110000
   1966 0.111111
     39 0.112150
     35 0.112195
     14 0.112245
    114 0.112360
    166 0.112500
     55 0.112676
     44 0.113208
     20 0.113402
    116 0.113636
    201 0.113924
    162 0.114286
    122 0.114583
     19 0.114754
     48 0.114865
    125 0.114943
   1157 0.115385
     95 0.115789
     20 0.116022
    368 0.116279
     31 0.116505
     43 0.116667
    129 0.116883
     55 0.117021
     16 0.117117
     18 0.117241
     23 0.117347
   1052 0.117647
     19 0.117978
    176 0.118280
    285 0.118421
     22 0.118519
     22 0.118644
     74 0.118812
    344 0.119048
     20 0.119403
     68 0.119565
   1152 0.120000
     53 0.120219
     73 0.120482
     52 0.120879
    618 0.121212
     16 0.121429
     25 0.121495
     45 0.121622
    338 0.121951
    149 0.122222
     19 0.122449
     56 0.122807
     17 0.122995
     28 0.123153
     29 0.123188
    239 0.123288
    250 0.123457
     32 0.123529
    112 0.123596
     72 0.123711
     24 0.123810
     22 0.124031
     21 0.124260
     24 0.124294
     27 0.124378
  11759 0.125000
     49 0.125714
     19 0.126126
    100 0.126316
    225 0.126437
    241 0.126582
    142 0.126761
     30 0.127273
     62 0.127451
     15 0.127517
    290 0.127660
    253 0.127907
     51 0.128049
    223 0.128205
     47 0.128440
     63 0.128492
     93 0.128571
     47 0.128655
     75 0.128713
    791 0.129032
     42 0.129213
    319 0.129412
     42 0.129630
     20 0.129730
    265 0.129870
    106 0.130000
    875 0.130435
     18 0.130682
    567 0.130952
     63 0.131068
     18 0.131148
     23 0.131250
     74 0.131313
    994 0.131579
    130 0.131868
     99 0.132075
     21 0.132353
    340 0.132530
     59 0.132653
     43 0.132743
     19 0.132948
     25 0.133028
   1718 0.133333
     28 0.133721
    118 0.134021
    662 0.134146
     39 0.134228
    119 0.134328
     23 0.134409
    115 0.134503
     28 0.134715
    267 0.134831
    326 0.135135
     16 0.135266
     32 0.135294
    165 0.135417
     38 0.135484
     22 0.135514
     51 0.135593
    348 0.135802
     44 0.135870
     78 0.135922
     24 0.136126
   2090 0.136364
     49 0.136612
    146 0.136842
     39 0.136905
    260 0.136986
     84 0.137255
    595 0.137500
     27 0.137566
     24 0.137681
     23 0.137755
    743 0.137931
     21 0.138122
    425 0.138298
     21 0.138365
     21 0.138462
    111 0.138554
     24 0.138614
     88 0.138728
    722 0.138889
     21 0.139037
    194 0.139241
     29 0.139303
     23 0.139394
    550 0.139535
     60 0.139665
    446 0.139785
     28 0.139896
    135 0.140000
     23 0.140097
     18 0.140127
     75 0.140187
     80 0.140351
     67 0.140449
     32 0.140496
     55 0.140541
     96 0.140625
     32 0.140741
     25 0.140777
    170 0.140845
     51 0.140940
    106 0.141026
     28 0.141104
    500 0.141176
     37 0.141243
    387 0.141304
    131 0.141414
     45 0.141509
     20 0.141593
     31 0.141732
     54 0.141975
     77 0.142045
     56 0.142077
     63 0.142105
     60 0.142132
   6286 0.142857
     17 0.143541
     28 0.143564
     24 0.143617
     67 0.143646
     25 0.143678
     47 0.143713
     21 0.143750
     19 0.144144
     80 0.144231
     75 0.144279
    185 0.144330
     28 0.144385
    452 0.144444
     40 0.144509
    451 0.144578
     21 0.144654
    521 0.144737
     48 0.144828
    139 0.144928
     49 0.145000
     76 0.145078
    169 0.145161
     88 0.145251
    158 0.145455
     29 0.145631
    262 0.145833
     99 0.145946
     29 0.145985
    482 0.146067
     56 0.146199
    968 0.146341
     23 0.146465
    334 0.146667
     73 0.146739
    120 0.146789
    209 0.146893
    943 0.147059
     25 0.147239
     25 0.147287
    199 0.147368
    153 0.147541
    542 0.147727
     23 0.147783
    117 0.147959
   1601 0.148148
     26 0.148325
     22 0.148387
    105 0.148515
     56 0.148571
    447 0.148649
     25 0.148718
     83 0.148760
    102 0.148810
    501 0.148936
     27 0.149123
     71 0.149171
     93 0.149254
     43 0.149351
    466 0.149425
     62 0.149485
    113 0.149533
     72 0.149701
    101 0.149733
     22 0.149758
   2298 0.150000
     22 0.150259
    162 0.150289
     57 0.150442
     33 0.150485
    475 0.150538
     44 0.150602
    386 0.150685
     75 0.150754
     57 0.150838
    160 0.150943
     31 0.151042
    711 0.151163
     44 0.151220
     50 0.151351
    604 0.151515
     97 0.151685
     50 0.151724
     62 0.151832
    638 0.151899
    134 0.152047
     21 0.152074
    717 0.152174
     81 0.152381
     24 0.152439
     78 0.152542
     64 0.152632
     73 0.152709
    258 0.152778
   1281 0.152941
     91 0.153005
    257 0.153061
     35 0.153110
     29 0.153285
     95 0.153409
