     10 0.043478
      6 0.062500
     51 0.066667
     23 0.071429
     15 0.076923
     72 0.083333
     12 0.086957
    204 0.090909
    153 0.100000
    402 0.111111
    505 0.125000
     17 0.130435
     55 0.133333
    906 0.142857
     54 0.153846
   2267 0.166667
      5 0.173913
     75 0.181818
     13 0.187500
   5046 0.200000
      9 0.214286
      1 0.217391
    196 0.222222
     12 0.230769
  21636 0.250000
     15 0.266667
     42 0.272727
    472 0.285714
     66 0.300000
      2 0.307692
      2 0.312500
  42439 0.333333
      6 0.347826
     18 0.363636
     97 0.375000
      3 0.384615
    986 0.400000
      1 0.416667
     68 0.428571
     20 0.444444
     10 0.454545
 222018 0.500000
      1 0.555556
      4 0.571429
     31 0.600000
    526 0.666667
     19 0.750000
      1 > gi|15829254|ref|NC_002695.1|
  19718 1.000000
