#Threads,MUM-SA-1,MUM-ST-1,MUM-SA-2,MUM-ST-2,MUM-SA-3,MUM-ST-3,RSS-SA-1,RSS-ST-1,RSS-SA-2,RSS-ST-2,RSS-SA-3,RSS-ST-3,CYC-SA-1,INS-SA-1,L3TCM-SA-1,L3TCA-SA-1,CYC-ST-1,INS-ST-1,L3TCM-ST-1,L3TCA-ST-1,CYC-SA-2,INS-SA-2,L3TCM-SA-2,L3TCA-SA-2,CYC-ST-2,INS-ST-2,L3TCM-ST-2,L3TCA-ST-2,CYC-SA-3,INS-SA-3,L3TCM-SA-3,L3TCA-SA-3,CYC-ST-3,INS-ST-3,L3TCM-ST-3,L3TCA-ST-3
1,1.085199,1.113305,60.252659,46.615262,,,84496,151572,2841932,5302932,,,4791475382,2160274745,20867929,41600336,3164017200,3924726958,5730,10915,295042364,210922440,8708495,8785214,126925584555,155116870041,2374,28617,1758580158,1289856640,54289476,54753280,
6,0.220982,0.538069,10.962602,12.654697,,105.787931,83928,163384,3096004,5346692,,,9352878,5809525,198829,245162,5416832504,5947428302,149684,319788,664813977,210930909,9737727,9751557,152996636603,163085592740,33498748,46222079,4100202176,1289865871,59913792,59978219,
12,0.120396,0.279448,7.307384,7.614352,,56.442810,84408,157500,2918844,5333908,,,8986036,5819398,201945,253862,4802715246,5169734844,227890,382130,1220515994,210941029,10514427,10519395,250871833187,193459170195,90744785,111836096,7619448430,1289877327,64400018,64417836,
24,0.091907,0.783895,6.895405,5.489450,,30.355752,86768,155736,2907644,5326336,,,6877245,5839137,175939,230912,111023359408,47828751546,8952007,25446259,2165801488,210961374,10362891,10373126,397441185055,234056900777,78539152,121169427,14478003124,1289899999,63781912,63812295,
