#Threads SA-1 ST-1 SA-2 ST-2 SA-3 ST-3 SA-4 ST-4 
1 13.090724 14.470861 158.349191 168.120774 1273.421486 1326.149257
6 11.048913 21.807052 107.608286 162.763810 706.613089 1800.252168
12 10.739663 14.611303 104.001926 164.604542 669.043493 1578.291690
24 10.609007 19.964210 103.651731 161.419677 661.068943 1578.218999
